Recall,Precision,Threshold
1.0,0.00010092854259184497,1.8228630126264655e-16
1.0,0.00010093057994711237,1.827896005903565e-16
1.0,0.00010093261738463402,1.8422999024856587e-16
1.0,0.00010093465490441488,1.848884405621715e-16
1.0,0.00010093669250645994,1.8824690653068878e-16
1.0,0.0001009387301907742,1.885333655415071e-16
1.0,0.00010094076795736262,1.9075870006765185e-16
1.0,0.00010094280580623018,1.9144953212622421e-16
1.0,0.0001009448437373819,1.9320566758356249e-16
1.0,0.00010094688175082271,1.9544910478792935e-16
1.0,0.00010094891984655764,1.9935275862194024e-16
1.0,0.00010095095802459165,2.005916926600241e-16
1.0,0.00010095299628492974,2.0085411599898044e-16
1.0,0.00010095503462757687,2.0339815434899978e-16
1.0,0.00010095707305253806,2.0341011513045424e-16
1.0,0.00010095911155981827,2.0360035070093181e-16
1.0,0.0001009611501494225,2.0678608356799667e-16
1.0,0.00010096318882135573,2.090035384071889e-16
1.0,0.00010096522757562296,2.1312420466000904e-16
1.0,0.00010096726641222916,2.133017702245593e-16
1.0,0.00010096930533117933,2.1345354974224485e-16
1.0,0.00010097134433247844,2.1356166556281287e-16
1.0,0.00010097338341613151,2.1395810040032046e-16
1.0,0.0001009754225821435,2.1440370767432136e-16
1.0,0.00010097746183051943,2.147649398376842e-16
1.0,0.00010097950116126426,2.150709875529415e-16
1.0,0.000100981540574383,2.1534455757121817e-16
1.0,0.00010098358006988064,2.161366560249663e-16
1.0,0.00010098561964776216,2.1759714083519704e-16
1.0,0.00010098765930803255,2.1769793732232493e-16
1.0,0.00010098969905069682,2.1799863528915738e-16
1.0,0.00010099173887575997,2.1876644454094431e-16
1.0,0.00010099377878322695,2.1944885595074431e-16
1.0,0.00010099581877310279,2.2039031325123725e-16
1.0,0.00010099785884539248,2.2081777627424427e-16
1.0,0.000100999899000101,2.2106447827315463e-16
1.0,0.00010100193923723335,2.221935310411566e-16
1.0,0.00010100397955679453,2.226128902717422e-16
1.0,0.00010100601995878955,2.2548526520385133e-16
1.0,0.00010100806044322336,2.264679664762103e-16
1.0,0.00010101010101010101,2.288789132684419e-16
1.0,0.00010101214165942746,2.288795380987488e-16
1.0,0.00010101418239120772,2.2929527958688115e-16
1.0,0.0001010162232054468,2.299028243371542e-16
1.0,0.00010101826410214967,2.3007816035492974e-16
1.0,0.00010102030508132135,2.302964789868029e-16
1.0,0.00010102234614296682,2.326266017957336e-16
1.0,0.00010102438728709111,2.333870591289415e-16
1.0,0.00010102642851369918,2.3363815001325723e-16
1.0,0.00010102846982279606,2.3514636003132433e-16
1.0,0.00010103051121438674,2.3717852742308977e-16
1.0,0.00010103255268847622,2.3727660955251397e-16
1.0,0.00010103459424506952,2.3926801785602037e-16
1.0,0.0001010366358841716,2.3926814604949816e-16
1.0,0.0001010386776057875,2.4281721708421536e-16
1.0,0.0001010407194099222,2.428594830574388e-16
1.0,0.0001010427612965807,2.433986562199924e-16
1.0,0.00010104480326576805,2.4529064177902676e-16
1.0,0.00010104684531748919,2.4738305557075534e-16
1.0,0.00010104888745174916,2.48042605071125e-16
1.0,0.00010105092966855295,2.490956490896695e-16
1.0,0.00010105297196790558,2.4938439080717517e-16
1.0,0.00010105501434981204,2.5081540387342463e-16
1.0,0.00010105705681427734,2.5104202843520724e-16
1.0,0.00010105909936130649,2.528130287486856e-16
1.0,0.0001010611419909045,2.53874043228342e-16
1.0,0.00010106318470307637,2.5536340383732907e-16
1.0,0.0001010652274978271,2.574401129554296e-16
1.0,0.00010106727037516171,2.574861654406178e-16
1.0,0.0001010693133350852,2.583589189771873e-16
1.0,0.00010107135637760258,2.60091947156006e-16
1.0,0.00010107339950271887,2.6228343358528315e-16
1.0,0.00010107544271043907,2.631122339797141e-16
1.0,0.00010107748600076819,2.6322490795617417e-16
1.0,0.00010107952937371123,2.662155197438399e-16
1.0,0.00010108157282927322,2.663816185316607e-16
1.0,0.00010108361636745917,2.6719636815943747e-16
1.0,0.00010108565998827406,2.6732248710742773e-16
1.0,0.00010108770369172294,2.6732937027027076e-16
1.0,0.0001010897474778108,2.685040739185569e-16
1.0,0.00010109179134654265,2.6914912627044284e-16
1.0,0.00010109383529792354,2.696522285678637e-16
1.0,0.00010109587933195842,2.7031259459364796e-16
1.0,0.00010109792344865237,2.724742452757464e-16
1.0,0.00010109996764801035,2.732672461978537e-16
1.0,0.00010110201193003741,2.7417869077337117e-16
